0.00;2.74;26.50;1.24;32.55;0.26;4.61;39.33
2.74;0.00;30.71;1.43;37.73;0.30;5.34;45.59
26.50;30.71;0.00;13.85;5.92;0.00;18.89;45.29
1.24;1.43;13.85;0.00;17.02;0.14;2.41;20.56
32.55;37.73;5.92;17.02;0.00;1.27;65.65;618.87
0.26;0.30;0.00;0.14;1.27;0.00;22.36;202.00
4.61;5.34;18.89;2.41;65.65;22.36;0.00;437.03
39.33;45.59;45.29;20.56;618.87;202.00;437.03;0.00
