,Strain.original.name,Codigo.CCBT,Serogroup.x,Serotype,Origin,Isolate.date,Geographic.origin,conservacion,Growth,ELISA.x,Zot.x,Zot.Ace.x,ctxA.x,tcp.x,N.Caja,Observ.x,RAPD,PFGE,VCR.PCR,REP.PCR,Supplier.Name,Strain.name,Serogroup.y,Serotipe,Origen,Isolation.date,City,Province,TCBS,TSA,Oxidase,ELISA.y,Zot.y,Zot.Ace.y,ctxA.y,tcp.y,Observ.y,Lane,Sample,Public.Name,Strain,Geographic.origin_NR,latitude,longitude,Province_Geographic.origin_NR,contaminated 
3269,SO1937,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3270,SO1941,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3271,SO1953,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3272,SO1954,,O1,Ogawa,Human,15/04/1997,"Orán, Salta",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3273,B861,,no-O1,,Human,16/04/1997,Bolivia,,,Negative,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3274,B842,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3275,B845,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3276,B847,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3277,B860,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3278,B862,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3279,B5120,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3280,B5125,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3281,B750,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3282,B751,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3283,B1033,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3284,B1325,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3285,B1326,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3286,B1327,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3287,B1328,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3288,B1331,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3289,B1500,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3290,B1501,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3291,B1908,,O1,Ogawa,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3292,B858,,O1,Inaba,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3293,B859,,O1,Inaba,Human,16/04/1997,Bolivia,,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,
3294,BA1741,,no-O1,,Human,24/04/1997,"La Plata, Bs. As.",,,Negative,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3295,BA746,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3296,BA747,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3297,BA748,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3298,BA749,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3299,BA1189,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3300,BA1190,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3301,BA1329,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3302,BA1330,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3303,BA1737,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3304,BA1738,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3305,BA1739,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3306,BA1907,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3307,BA1909,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3308,BA1910,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3309,BA1912,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3310,BA1913,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3311,BA1914,,O1,Ogawa,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3312,BA1740,,O1,Inaba,Human,24/04/1997,"La Plata, Bs. As.",,,Positive,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Plata, Buenos Aires",-34.922156,-57.956076,Buenos Aires,
3313,BA1/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3314,BA2/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3315,BA3/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3316,BA4/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3317,BA5/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3318,BA6/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3319,BA7/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3320,BA8/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3321,BA9/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,33,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3322,BA10/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3323,BA11/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3324,BA12/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3325,BA13/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3326,BA14/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3327,BA15/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3328,BA16/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3329,BA17/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3330,BA18/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3331,BA19/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3332,BA20/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3333,BA21/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3334,BA22/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3335,BA23/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3336,BA24/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3337,BA25/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3338,BA26/W,,no-O1,,Ambiental,25/04/1997,"Mar del Plata, Bs. As.",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buenos Aires (city),-34.59949,-58.342609,Buenos Aires,
3339,SO1971,,no-O1,,Human,25/05/1997,"Orán, Salta",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3340,SO2242,,no-O1,,Human,25/05/1997,"Orán, Salta",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3341,SO2367,,no-O1,,Human,25/05/1997,"Orán, Salta",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3342,SO2275,,O1,,Human,25/05/1997,"Orán, Salta",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3343,SO2276,,O1,,Human,25/05/1997,"Orán, Salta",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3344,SO2277,,O1,,Human,25/05/1997,"Orán, Salta",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3345,Ch R9,,no-O1,,Human,28/05/1997,"Resistencia, Chaco",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Resistencia, Chaco",-27.461234,-58.991911,Chaco,
3346,Ch R9678,,no-O1,,Human,28/05/1997,"Resistencia, Chaco",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Resistencia, Chaco",-27.461234,-58.991911,Chaco,
3347,ChR9698,,no-O1,,Human,28/05/1997,"Resistencia, Chaco",,,Negative,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Resistencia, Chaco",-27.461234,-58.991911,Chaco,
3348,Ch R5,,O1,Ogawa,Human,28/05/1997,"Resistencia, Chaco",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Resistencia, Chaco",-27.461234,-58.991911,Chaco,
3349,Ch R6,,O1,Ogawa,Human,28/05/1997,"Resistencia, Chaco",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Resistencia, Chaco",-27.461234,-58.991911,Chaco,
3350,Ch R7,,O1,Ogawa,Human,28/05/1997,"Resistencia, Chaco",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Resistencia, Chaco",-27.461234,-58.991911,Chaco,
3151,ST14324,CCBT0010,O1,Inaba,Human,10/02/1997,"Tartagal, Salta",caja 32,TCBS+ TSA+ Oxidasa +,Positive,,,,,30,,,,NA,,CCBT0010,,O1,Inaba,Human,10/02/1997,Tartagal,Salta,Positive,Positive,Positive,Positive,,,,,NA,26268_1#106,4772STDY6940802,NA,NA,"Tartagal, Salta",-22.520552,-63.801287,Salta,
3178,SO1564,CTBB0009,O1,Ogawa,Human,13/03/1997,"Orán, Salta",freezer -70,TCBS+ TSA+ Oxidasa +,Positive,,,,,32,,,,NA,,CCBT0009,,O1,Ogawa,Human,13/03/1997,Oran ,Salta,Positive,Positive,Positive,Positive,,,,,NA,26268_1#105,4772STDY6940801,NA,NA,"Oran, Salta",-23.131883,-64.320651,Salta,
3353,S114,,O1,Ogawa,Human,20/06/1997,"Embarcación, Salta",caja 4 temp amb.,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Embarcación, Salta",-23.201527,-64.094923,Salta,
3354,S74,,O1,Ogawa,Human,20/06/1997,"Embarcación, Salta",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Embarcación, Salta",-23.201527,-64.094923,Salta,
3355,S85,,O1,Ogawa,Human,20/06/1997,"Embarcación, Salta",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Embarcación, Salta",-23.201527,-64.094923,Salta,
3356,S86,,O1,Ogawa,Human,20/06/1997,"Embarcación, Salta",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Embarcación, Salta",-23.201527,-64.094923,Salta,
3357,S90,,O1,Ogawa,Human,20/06/1997,"Embarcación, Salta",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Embarcación, Salta",-23.201527,-64.094923,Salta,
3358,S91,,O1,Ogawa,Human,20/06/1997,"Embarcación, Salta",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Embarcación, Salta",-23.201527,-64.094923,Salta,
3359,S92,,O1,Ogawa,Human,20/06/1997,"Embarcación, Salta",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Embarcación, Salta",-23.201527,-64.094923,Salta,
3360,S93,,O1,Ogawa,Human,20/06/1997,"Embarcación, Salta",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Embarcación, Salta",-23.201527,-64.094923,Salta,
3361,S94,,O1,Ogawa,Human,20/06/1997,"Embarcación, Salta",,,Positive,,,,,34,,,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Embarcación, Salta",-23.201527,-64.094923,Salta,
